Name,Category,Reinforcement,Damage,Damage Reduction,Aux Effects,Stat Requirements,Stat Bonuses,Critical,Weight,Stability,Durability,Sell Price,Spell Buff,Range,Buffable,Infusable
Uchigatana,Bows,Unique,82/0/0/0/0,-/-/-/-/-,0/0/0,8/20/0/0,E/D/-/-,100,2.5,-,50,300.0,0.0,49.0,No,No
Godfrey's Axe,Spears,Regular,108/0/0/0/0,40/25/20/20/25,0/0/0,14/12/0/0,D/D/-/-,100,6.5,20,65,100.0,0.0,0.0,Yes,Yes
Rivers of Blood,Axes,Regular,125/0/0/0/0,45/30/25/25/30,0/0/0,12/8/0/0,D/D/-/-,100,4.0,30,80,120.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Greatbows,Unique,111/0/0/0/0,0/0/0/0/0,0/0/0,18/24/0/0,E/C/-/-,100,7.5,0,65,300.0,0.0,63.0,No,No
Gravelord Sword,Bows,Boss,110/0/0/0/0,-/-/-/-/-,0/0/0,19/15/0/0,D/E/-/-,100,6.5,-,75,300.0,0.0,50.0,No,No
Old King's Great Hammer,Greatshields,Unique,136/0/0/0/0,100/81/69/76/67,0/0/0,50/0/0/0,D/-/-/-,100,21.5,77,205,1000.0,0.0,0.0,Yes,No
Old King's Great Hammer,Daggers,Regular,60/0/0/0/0,30/20/15/15/20,0/0/0,5/14/0/0,E/C/-/-,110,1.0,15,40,100.0,0.0,0.0,Yes,Yes
Bloodhound Fang,Curved Swords,Regular,88/0/0/0/0,35/25/25/25/25,0/30/0,7/19/0/0,E/B/-/-,100,1.5,25,55,100.0,0.0,0.0,Yes,Yes
Great Club,Daggers,Regular,85/0/0/0/0,30/20/15/15/20,0/0/0,4/8/0/0,E/E/-/-,110,0.5,15,40,1000.0,0.0,0.0,No,No
Great Club,Halberds,Unique,118/0/75/0/0,40/25/20/20/25,0/0/0,18/18/12/12,D/D/B/-,100,10.0,25,85,200.0,220.0,0.0,No,No
Dragon Slayer Spear,Greatswords,Boss,147/0/0/0/0,50/35/30/30/35,0/0/0,19/13/0/0,C/D/-/-,100,9.0,40,55,2000.0,0.0,0.0,No,No
Godfrey's Axe,Normal Shields,Unique,95/0/0/0/0,100/67/56/83/53,0/0/0,14/0/0/0,D/-/-/-,100,5.0,49,90,100.0,0.0,0.0,Yes,No
Moonlight Greatsword,Straight Swords,Unique,120/0/0/0/0,60/40/35/30/35,0/0/0,12/12/0/0,D/D/-/-,100,5.5,50,70,500.0,0.0,0.0,No,No
Rivers of Blood,Bows,Unique,82/0/0/0/0,-/-/-/-/-,0/0/0,8/20/0/0,E/D/-/-,100,2.5,-,50,300.0,0.0,49.0,No,No
Ringed Knight Paired Greatswords,Axes,Regular,124/0/0/0/0,45/30/25/25/30,0/0/0,14/8/0/0,D/D/-/-,100,3.0,30,75,100.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Spears,Unique,73/77/0/0/0,40/30/20/20/25,0/0/0,10/10/18/14,E/D/-/B,100,3.0,20,50,1000.0,220.0,0.0,No,No
Bloodhound Fang,Hammers,Regular,105/0/0/0/0,45/30/25/25/30,0/0/0,13/13/0/0,C/-/-/-,100,5.0,30,95,500.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Spears,Boss,118/0/0/0/0,40/25/20/20/25,36/0/0,11/19/0/0,D/C/-/-,100,6.5,20,90,1000.0,0.0,0.0,No,No
Lothric Knight Sword,Axes,Regular,135/0/0/0/0,45/30/25/25/30,0/0/0,15/10/0/0,C/E/-/-,100,6.5,35,80,100.0,0.0,0.0,Yes,Yes
Hand of Malenia,Staves,Spell Tool,60/0/0/0/0,25/25/10/10/15,0/0/0,6/0/12/0,E/-/B/-,100,2.5,10,45,50.0,218.0,0.0,No,No
Noble's Estoc,Great Hammers,Unique,170/0/0/0/0,85/55/60/55/55,0/0/0,60/0/0/0,B/-/-/-,100,28.0,50,310,1000.0,0.0,0.0,No,No
Great Club,Curved Greatswords,Regular,140/0/0/0/0,60/50/40/40/50,0/0/0,22/18/0/0,D/D/-/-,100,14.0,45,120,500.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Pyromancy Flames,Spell Tool,0/0/110/0/0,-/-/-/-/-,0/0/0,15/0/13/13,-/-/D/D,100,0.0,-,65,300.0,207.0,0.0,No,No
Moonlight Greatsword,Small Shields,Regular,70/0/0/0/0,42/42/50/38/35,0/0/0,7/0/0/0,E/-/-/-,100,2.0,35,55,100.0,0.0,0.0,Yes,Yes
Bloodhound Fang,Spears,Regular,95/0/0/0/0,40/25/20/20/25,0/0/0,12/15/0/0,D/C/-/-,100,6.0,20,70,100.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Daggers,Regular,79/0/0/0/0,35/20/15/15/20,0/30/0,6/12/0/0,D/D/-/-,110,1.5,15,50,100.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Curved Swords,Boss,110/0/0/0/0,50/35/30/30/35,0/0/0,14/20/0/0,D/C/-/-,100,5.0,35,85,1000.0,0.0,0.0,No,No
Moonlight Greatsword,Curved Swords,Regular,117/0/0/0/0,45/30/25/25/30,0/0/0,9/13/0/0,D/D/-/-,100,4.0,35,70,100.0,0.0,0.0,Yes,Yes
Noble's Estoc,Normal Shields,Regular,76/0/0/0/0,55/70/53/56/46,0/0/0,8/0/0/0,D/-/-/-,100,2.0,45,50,100.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Halberds,Boss,145/0/0/0/0,45/30/25/25/30,0/0/0,30/15/0/0,C/E/-/-,100,13.0,25,500,1000.0,0.0,0.0,No,No
Dragonscale Blade,Staves,Boss,84/0/0/0/0,25/25/10/10/15,0/0/0,7/0/24/0,E/-/B/-,100,2.5,10,50,1000.0,207.0,0.0,No,No
Gravelord Sword,Spears,Boss,128/0/0/34/0,55/35/30/30/35,0/0/0,16/22/0/18,D/D/-/D,100,14.5,25,100,1000.0,0.0,0.0,No,No
Darkmoon Bow,Axes,Regular,104/0/0/0/0,40/30/25/25/30,0/0/0,8/8/0/0,D/D/-/-,100,1.5,30,55,30.0,0.0,0.0,Yes,Yes
Great Club,Ultra Greatswords,Boss,161/0/0/0/0,55/45/40/40/45,0/0/0,22/10/0/0,C/D/-/-,100,13.5,45,100,0.0,0.0,0.0,No,No
Bloodhound Fang,Greatshields,Unique,143/0/0/0/0,100/83/83/82/83,0/0/0,40/0/0/0,D/-/-/-,100,28.0,75,270,500.0,0.0,0.0,Yes,No
Dragon Slayer Spear,Axes,Regular,124/0/0/0/0,45/30/25/25/30,0/0/0,14/8/0/0,D/D/-/-,100,3.0,30,75,100.0,0.0,0.0,Yes,Yes
Rivers of Blood,Normal Shields,Unique,95/0/0/0/0,100/67/89/43/53,0/0/0,14/0/0/0,D/-/-/-,100,5.0,49,90,500.0,0.0,0.0,Yes,No
Gravelord Sword,Curved Swords,Regular,103/0/0/0/0,40/30/25/25/25,36/0/0,10/13/0/0,E/C/-/-,100,2.0,25,55,100.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Reapers,Unique,100/0/0/0/0,40/25/20/20/25,0/30/0,14/19/0/12,E/A/-/-,100,7.5,20,55,300.0,0.0,0.0,No,No
Reduvia,Daggers,Regular,70/0/0/0/0,35/20/15/15/20,0/0/0,10/18/0/0,D/D/-/-,125,2.5,15,50,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Axes,Boss,156/0/0/0/0,55/40/30/30/40,0/0/0,20/8/0/0,D/E/-/-,100,6.5,35,90,500.0,0.0,0.0,No,No
Godfrey's Axe,Great Hammers,Regular,152/0/0/0/0,55/40/45/40/40,0/0/0,28/0/0/0,C/-/-/-,100,12.0,40,280,75.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Small Shields,Regular,74/0/0/0/0,62/68/45/46/36,0/0/0,10/0/0/0,E/-/-/-,100,1.5,41,55,100.0,0.0,0.0,Yes,Yes
Gravelord Sword,Pikes,Regular,112/0/0/0/0,45/30/25/25/30,0/0/0,14/20/0/0,D/D/-/-,100,8.0,25,80,300.0,0.0,0.0,Yes,Yes
Reduvia,Greatshields,Regular,106/0/0/0/0,84/59/63/66/59,0/0/0,16/0/0/0,D/-/-/-,100,7.0,63,105,350.0,0.0,0.0,Yes,Yes
Hand of Malenia,Axes,Regular,125/0/0/0/0,45/30/25/25/30,0/0/0,12/8/0/0,D/D/-/-,100,4.0,30,80,120.0,0.0,0.0,Yes,Yes
Uchigatana,Spears,Regular,98/0/0/0/0,45/30/25/25/30,0/0/0,12/12/0/16,E/E/-/D,100,8.5,25,70,1000.0,0.0,0.0,Yes,Yes
Rivers of Blood,Small Shields,Regular,69/0/0/0/0,61/36/31/12/29,0/0/0,8/11/0/0,E/-/-/-,100,2.0,36,40,150.0,0.0,0.0,Yes,Yes
Black Knight Halberd,Normal Shields,Regular,88/0/0/0/0,80/52/47/29/46,0/0/0,10/0/0/0,D/-/-/-,100,3.5,56,75,150.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Greatshields,Regular,112/0/0/0/0,100/69/83/53/69,0/0/0,32/0/0/0,D/-/-/-,100,14.5,64,150,500.0,0.0,0.0,Yes,Yes
Moonlight Greatsword,Daggers,Boss,106/0/0/0/0,35/20/15/15/20,0/0/0,8/14/0/0,E/E/-/-,110,2.0,20,50,50.0,0.0,0.0,No,No
Erdtree Bow,Curved Swords,Regular,108/0/0/0/0,45/30/25/25/30,0/0/0,9/14/0/0,D/D/-/-,100,4.0,30,70,100.0,0.0,0.0,Yes,Yes
Old King's Great Hammer,Axes,Regular,122/0/0/0/0,45/30/25/25/30,0/0/0,20/12/0/0,D/D/-/-,100,8.5,35,80,150.0,0.0,0.0,Yes,Yes
Lothric Knight Sword,Bows,Boss,110/0/0/0/0,-/-/-/-/-,0/0/0,19/15/0/0,D/E/-/-,100,6.5,-,75,300.0,0.0,50.0,No,No
Darkmoon Bow,Thrusting Swords,Regular,98/0/0/0/0,35/20/15/15/20,0/0/0,9/16/0/0,E/C/-/-,120,4.0,15,60,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Straight Swords,Regular,110/0/0/0/0,45/30/25/25/30,0/0/0,10/10/0/0,D/D/-/-,100,3.0,30,70,100.0,0.0,0.0,Yes,Yes
Blasphemous Blade,Thrusting Swords,Regular,105/0/0/0/0,45/25/20/20/25,0/0/0,10/12/0/0,D/D/-/-,100,3.5,20,60,300.0,0.0,0.0,Yes,Yes
Malenia's Winged Blade,Chimes,Spell Tool,52/0/0/0/0,25/15/10/15/15,0/0/0,3/0/0/18,E/-/-/C,100,0.5,10,45,100.0,198.0,0.0,No,No
Black Knight Halberd,Straight Swords,Regular,111/0/0/0/0,45/30/25/25/30,0/30/0,11/11/0/0,D/D/-/-,100,3.0,35,65,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Axes,Regular,135/0/0/0/0,45/30/25/25/30,0/0/0,15/10/0/0,C/E/-/-,100,6.5,35,80,100.0,0.0,0.0,Yes,Yes
Ringed Knight Paired Greatswords,Normal Shields,Regular,78/0/0/0/0,85/54/56/58/48,0/0/0,8/0/0/0,D/-/-/-,100,3.5,51,75,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Crossbows,Bow,70/0/0/0/0,0/0/0/0/0,0/0/0,18/16/0/0,-/-/-/-,100,7.5,0,55,100.0,0.0,59.0,No,No
Uchigatana,Staves,Unique,90/0/0/0/0,30/25/10/10/15,0/0/0,9/0/18/0,D/-/-/-,100,3.0,15,65,250.0,100.0,0.0,No,No
Ringed Knight Paired Greatswords,Staves,Spell Tool,57/0/0/0/0,25/20/10/10/15,0/0/0,7/0/18/0,E/-/C/-,100,2.0,10,40,100.0,184.0,0.0,No,No
Old King's Great Hammer,Great Hammers,Regular,185/0/0/0/0,55/45/50/45/45,0/0/0,32/0/0/0,D/-/-/-,100,18.0,45,150,150.0,0.0,0.0,Yes,Yes
Erdtree Bow,Greatshields,Unique,136/0/0/0/0,100/81/69/76/67,0/0/0,50/0/0/0,D/-/-/-,100,21.5,77,205,1000.0,0.0,0.0,Yes,No
Godfrey's Axe,Normal Shields,Unique,102/0/0/0/0,100/75/50/57/47,0/0/0,14/0/0/0,D/-/-/-,100,5.5,50,100,250.0,0.0,0.0,Yes,No
Moonlight Greatsword,Normal Shields,Regular,83/0/0/0/0,100/59/53/87/51,0/0/0,18/0/0/0,D/-/-/-,100,6.0,54,75,350.0,0.0,0.0,Yes,Yes
Dragon Slayer Spear,Greatswords,Boss,126/0/83/0/0,55/35/30/30/35,0/0/0,22/14/0/0,D/D/D/D,100,9.5,40,95,2000.0,0.0,0.0,No,No
Ringed Knight Paired Greatswords,Katanas,Unique,105/0/0/0/0,45/25/20/20/25,0/34/0,11/24/0/0,E/C/-/-,100,5.0,30,40,500.0,0.0,0.0,No,No
Gravelord Sword,Claws,Regular,86/0/0/0/0,-/-/-/-/-,0/30/0,6/14/0/0,E/C/-/-,110,1.5,-,55,100.0,0.0,0.0,Yes,Yes
Rivers of Blood,Talismans,Spell Tool,53/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/16,D/-/-/A,100,0.5,10,65,300.0,242.0,0.0,No,No
Rivers of Blood,Ultra Greatswords,Regular,132/0/0/0/0,50/40/35/35/40,0/0/0,16/18/0/0,D/C/-/-,100,8.0,40,75,100.0,0.0,0.0,Yes,Yes
Dragonscale Blade,Normal Shields,Unique,63/0/0/0/0,73/79/69/69/72,0/0/0,8/12/0/0,D/-/-/-,100,3.5,42,65,300.0,0.0,0.0,Yes,No
Rivers of Blood,Daggers,Regular,70/0/0/0/0,35/20/15/15/20,0/0/0,10/18/0/0,D/D/-/-,125,2.5,15,50,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Curved Swords,Regular,99/0/0/0/0,40/30/25/25/30,0/0/0,10/16/0/0,E/C/-/-,100,5.5,25,55,100.0,0.0,0.0,Yes,Yes
Erdtree Bow,Talismans,Spell Tool,53/0/0/0/0,25/15/10/15/15,0/0/0,4/0/0/14,D/-/-/B,100,0.5,10,65,100.0,203.0,0.0,No,No
